price day ahead;price actual
46.8;54.9
48.71;56.73
50;61.96
52.05;63.72
50.76;62.29
48.18;59.25
46.03;57.52
45.85;57.86
44;55.9
42;53.91
43.79;56.32
45;58.05
45.56;61.06
52.21;71.82
52.45;70.28
49.1;66.58
47.72;58.92
45.76;55.5
44.66;53.39
40.29;49.77
38.4;47.89
37.02;46.52
36.6;45.94
39.02;47.49
45.1;53.19
49.13;57.55
52.69;64.05
54.66;66.26
52.61;63.86
52;63.55
51.1;63.2
50;62.74
48.43;61.29
46.02;59.38
45.1;59.23
45.44;60.23
47.04;63.03
51.69;68.56
51.69;68.37
49.1;65.92
47.89;59.25
45;55.51
36.28;46.48
31.6;42.35
29.89;41.4
28.3;40.08
28.16;39.86
30;41.27
35.99;47.13
41.5;50.76
43;55.32
46.1;57.91
46.1;57.87
44.1;56.25
44.1;56.42
43;55.72
40.02;54.04
35.13;49.36
32.4;47.32
37;51.7
39.3;55.04
41.04;58.82
47.02;63.02
42.91;59.4
40.9;52.85
41.5;52.88
35.35;45.1
28.5;37.89
26.51;36.79
25.13;35.83
25;35.33
26;36.48
30;41.59
41.19;52.86
43.6;56.91
45.73;58.35
45.6;57.63
41.5;53.81
41.1;53.18
41.5;53.67
41.5;54.26
41.1;54.14
41.1;54.7
41.5;54.67
43.02;57.18
46;61.02
49.84;64.27
46;60.94
45.5;57.21
46.29;57.21
45.6;55
43.1;53.86
38;48.27
34.17;45.31
33.17;44.42
33.67;44.86
38.4;49.04
40.81;50.69
43.1;54.32
45.1;55.34
46.35;55.61
46.35;55.62
46;55.87
45.85;55.83
43.69;54.94
40.5;51.83
41.5;52.39
44.69;55.45
45.02;57.74
49.1;62.51
53.16;66.13
49.97;63.13
47.5;58.26
44.69;55.81
42;54.44
36.07;49.61
31.3;44.55
28.46;43.29
28.02;42.3
28.05;42.64
28.5;42.95
28.21;42.77
28.51;44.67
32.4;47.91
43.69;54.87
45.69;55.45
45.78;55.77
45.7;55.84
45.35;55.68
42.1;52.52
42;52.47
37.1;48.75
42;54.78
51.52;66.08
59.01;73.55
59.01;72.68
53.01;62.71
49.19;59
50.77;64.08
47.75;60.1
45.03;57.31
42.06;54.05
42;53.94
45.83;57.81
52;63.24
57.85;66.65
59.79;72.56
61.69;73.55
65.19;77.37
62;73.56
60.12;72.07
58.69;69.93
55.49;67.11
54.76;66.5
52.54;64.9
51.48;64.28
52.41;68.78
55.49;71.91
58.59;74.28
53.41;69.27
50.7;63.22
45.83;56.34
33;44.42
32;42.98
30;40.54
28.52;39.41
29.49;40.37
31;40.3
39.5;49.13
45.35;54
51.69;62.92
53.69;64.73
54.82;65.73
53.49;64.44
53.28;64.45
52.89;64.22
50.48;62.22
50;62.11
49.61;62.38
50.44;63.45
48.69;63.49
53;67.61
56.77;70.9
54.82;68.87
52.69;64.08
46.57;57.21
39.5;48.94
35.2;44.65
32;41.27
31.4;40.39
30;39.54
30.71;40.25
39.5;48.08
45.35;53.12
48.6;60.72
48.11;60.55
48.07;58.71
44.65;55.33
42.69;54.42
40.85;53.22
38.4;51.56
34.8;50.25
35.2;50.58
41.26;56.23
46.69;61.11
50.61;65.47
58.11;72.15
56.56;70.59
52.41;63.82
50.48;61.59
41.45;50.67
38.4;47.53
34;43.03
32;40.66
30.06;38.69
32.4;42.18
38.4;47.11
44.05;51.52
50.14;61.28
51.5;62.79
51.02;62.3
50.48;61.89
50.48;62.07
49.66;61.56
46.67;59.1
44.35;56.85
43.96;56.87
46.26;59.31
48.69;62.97
52.25;67.64
56.19;71.03
53.01;67.94
50.48;62.07
46.09;57.11
39.5;49.56
34.35;44.71
29.53;39.98
28.01;38.47
28.05;38.59
29.85;40.37
39.5;48.83
49;57.5
51.8;63.01
53;64.43
52.19;63.56
51.69;63.03
50.48;62.21
49.66;61.46
50.48;63.23
49;60.96
49;61.13
50.14;62.67
50;64.33
55;71.24
57.55;73.14
53.07;68.57
50.5;62.16
48.41;59.52
49.59;59.79
43.41;54.35
39.5;50.77
36.44;48.12
35;46.08
35;46.54
35.5;46.58
37.69;48.86
47.35;58.4
51.18;61.86
51.69;63.25
50.48;61.09
49.78;60.73
49;59.65
46.67;59.12
37.69;51.19
35.5;49.22
37.3;49.8
40;55.86
50.14;65.21
53;67.25
52.02;64.36
48.28;60.14
45.35;56.95
34.5;49.53
32.68;48.1
28.75;44.51
29.48;44.17
28.75;43.2
30.45;44.51
29.48;43.76
28.5;42.92
34;48.78
34.5;49.33
33.1;47.43
32.25;46.95
28.11;44.16
26;40.99
15;29.23
10.55;25.48
12.4;25.89
25;40.6
32.25;47.4
46.71;62.94
51;68.95
48.27;64.63
40.53;54.58
31.1;46.56
27.95;41.77
25;38.8
25;37.85
24.23;36.29
25.35;37.3
30.51;43.43
48.88;58.83
50.48;63.44
51.33;63.24
51.08;63.37
49.65;63.3
49.69;63.35
49.26;63.34
46.5;60.89
39.94;53.15
36.07;49.49
34.46;48.89
42.32;56.83
50.48;67.64
57.27;73.64
55.69;69.59
50.69;65.54
48;61.11
39.5;50.4
29.86;42.18
28.48;39.88
29.36;40.36
29.86;40.05
35;44.61
42.69;52.28
45.35;54.18
53.49;66.02
55.18;65.73
53.98;65.79
52;65
49.69;62.56
45.35;58.09
45;58.26
41.5;53.68
39.5;51.7
41.5;53.56
43.8;56.96
49.69;66.35
53.69;69.85
50.89;64.14
47.02;60.33
41.5;52.79
39.82;37.28
34.82;33.18
34;32.12
36;35.39
35;27.82
35.5;38.39
36;40.02
36.49;38.74
38.5;47.67
41.86;49.8
48.51;49.57
48.51;49.88
45.5;52.52
47.71;52.97
46.48;45.73
39.82;42.12
39.6;41.29
47.69;41.21
59.11;40.79
61.26;45.41
62.31;54.08
62.69;54.03
61.19;51.93
59.8;40.64
32.4;43.12
27.71;39.66
25;39.24
23.98;39.83
22;39.53
24.6;43.04
30;44.1
45.01;48.71
51.69;56.05
57.25;54.79
58.31;53.66
54.1;54.71
51.14;54.8
42.59;55.07
30.62;55.94
29.5;54.37
31.5;54.73
35.15;55.11
42.59;54.82
54.1;53.83
56.07;64.35
50.83;69.09
40.82;61.16
31.5;52.74
43.99;51.81
41;50.68
38.15;45.13
31.95;48.52
25;47.09
22.12;45.05
28.83;51.31
32.95;52.05
41;55.52
42.1;58.02
42;59.28
40;60.18
35.5;59.98
38.4;59.19
31.45;60.88
28.48;54.81
28.41;54.58
30;53.68
32.45;53.86
41.6;44.91
44.69;50.59
41.52;60.24
34.67;54.46
27.55;49.88
39.69;54.48
31.91;46.82
22.71;38.66
21.51;38.36
20;37.55
19.69;36.54
20.53;37.25
20.53;37.7
25.96;43.25
35.05;50.22
35.93;49.49
35;49.02
28;42.65
31.34;46.09
28;43.4
21.51;36.37
19.64;34.8
19.48;34.2
14.59;30.45
14.59;29.08
25.92;39.73
33.21;46.17
26.92;40.67
17.11;30.27
52.2;44.24
50.5;34.39
44.29;29.73
42.55;29.04
40.74;30.18
41.91;30.74
50.9;33.02
54.1;31.36
58.57;31.18
60.1;38.93
58.57;42.15
55.1;43.48
51.4;42.74
41.6;38.63
39.25;31.9
37.7;27.45
37.13;26.6
38.57;32.33
38.19;40.53
38.19;45.05
40.23;53.34
40.06;61.65
38.31;56.94
27.19;52.91
56.7;56.16
53.5;52.51
49.79;45.85
48.9;47.06
47.3;43.96
49.47;44.89
53;49.86
57.48;49.77
59;56.92
59.2;59.24
59.14;57.3
59.14;57.11
59.33;57.51
59;57.14
57.48;54.18
57.1;44.96
57.48;44.17
59.14;45.12
58;47.13
58;54.16
58.9;57.23
60.21;64.02
59.95;60.91
56.7;57.21
59.69;55.23
51.1;52.94
49.35;50.71
49;45.38
49.66;46.04
49.8;52.97
50.48;56.85
50.47;56.54
59.69;64.07
62.29;69.33
64.69;71.98
65.69;71.22
65.15;64.57
64.41;64.09
62.29;58.74
54.5;55.03
50.47;52.27
49.99;54.82
50.48;55.67
50.84;57.92
60.1;63.63
64.33;68.53
64.41;58.82
59.69;52.45
62.47;52.03
51.79;40.69
48.5;39.18
48.34;38.42
48.09;37.88
48.5;38.44
52.54;41.04
54.36;47.08
61.1;53.98
65.48;55.19
66.99;56.46
68.46;58.03
69.17;58.73
69.69;58.14
68.46;56.91
66.96;55.87
66.96;54.52
66.99;55.14
66.57;57.3
65.48;59.12
65.48;64.47
68.72;71.47
66.99;67.08
62.93;60.61
49.95;59.76
47.5;56.07
44.43;51.78
43.85;48.33
43;48.25
43.85;50.56
47.55;58.8
54.15;59.13
58.63;65.31
62.01;68.85
62.25;71.12
62.6;70.67
63.5;69.53
63;69.41
60.1;65.67
57.38;62.52
57;62.77
58.63;62.93
56.5;64.41
54;67.65
58.63;72.2
61.33;74.66
55;67.8
50.01;62.13
44.5;64.91
43.5;57.98
40;53.23
39.4;53.14
37;53.09
35.5;53.03
34.5;66.18
34.98;67.76
36.5;72.21
37.96;70.97
39.15;72.51
38.66;73.14
38;73.04
35;72.53
29.41;71.31
27.09;68.79
25.44;67.97
26.6;69.46
34.5;70.29
40;70.05
50.75;71.85
54.07;76.06
43;72.89
37.85;70.87
45.01;62.78
39.53;58.58
34.5;54.5
33;56.51
30;55.26
33;54.46
44.62;55.62
48.81;57.27
49.76;60.34
53.71;62.79
56;67.75
54.6;67.11
53.31;64.85
52.41;64.06
51.8;63.68
54.65;60.91
56.01;56.35
60.69;54.38
64.1;54.93
60.19;54.93
60.35;62.68
58.69;68.22
56.57;67.73
50;63.59
63.29;63.79
55.18;55.03
52.1;52.14
51.85;52.16
51.34;47.52
52;47.1
56.7;47.44
65.65;46.2
65.98;44.43
68.52;46.78
68.52;49.43
65.98;46.1
65.54;42.98
65.23;44.19
63.89;41.6
65.23;36.38
65.98;29.87
68.52;32.2
73.72;39.82
75;44.14
75;54.4
71.69;66.71
68.52;62.81
66;57.72
40.54;52.23
33.99;47.1
32.01;45.45
31.1;43.36
30.45;43.19
34.98;47.82
43.94;54.76
53;61.54
56.77;68.55
59.47;70.7
57.48;68.46
53.41;66.45
50.05;63.02
48.88;62.03
47.17;60.27
44.19;55.88
44.23;55.14
46.9;59.11
49.54;61.75
53;64.98
57.48;68.67
60.69;72.5
55.32;67.97
47.07;59.93
40.1;52
33.83;46.43
31.84;44.67
27.58;38.9
27.08;38.18
29.99;40.3
36;46.07
48.07;56.23
50.48;61.92
52.6;63.9
52.99;64.57
51.49;64.4
46.84;59.64
45;58.3
44.01;57.74
39.67;52.27
39.75;51.27
41.7;53.43
43;54.98
47.5;59.18
50.48;62.25
55.69;67.78
50.94;63.04
45.7;56.72
42.53;52.96
37.69;48.99
34.2;45.23
30.45;41.6
31.1;41.75
34.11;44.06
41.36;50.49
48.1;56.49
51.76;62.96
53.3;64.1
56.1;67.43
55.62;68
56.02;68.04
55.01;68.29
52.48;65.86
50.31;62.66
51.5;63.08
52.6;64.44
52.48;64.18
52.6;65.54
57.49;71.29
64.4;77.57
59.2;71.6
54.5;64.74
55.54;65.82
52;61.88
45.24;55.28
45.98;55.77
43.76;53.36
43.87;53.6
51.1;60.82
55.54;63.77
55.49;66.56
56.54;67.55
56.54;68.01
56.04;68.49
55.49;68.91
52.48;66.49
50.06;63.34
47.19;59.1
45.25;56.56
44.01;56.47
45.11;56.85
49.31;60.83
55.49;67.23
58.9;70.61
52.48;65.22
48.34;59.65
54.98;65.28
45.25;56.93
43.55;54.25
43.14;53.63
42.17;52.4
43.76;53.68
54.98;64.86
60.1;68.56
60.1;71.32
62;72.66
61.6;72.55
60.95;73.13
60.95;72.85
60.12;72.98
57.56;70.41
57;68.83
56.5;68.1
57.49;69.11
58.1;69.68
58.1;71.83
62;75.55
67.01;80.34
63.69;75.49
60.1;70.98
56.26;66.33
52.1;62.64
49;59.61
50.1;59.71
52.02;61.86
50.1;59.79
51.72;61.27
50.1;59.66
53.6;63.96
56.77;66.62
57.01;66.92
54.64;66.03
49.9;62.21
46.89;59.03
39.75;53.38
34.11;46.76
32;44.63
31.99;44.44
34.11;46.33
39.24;50.81
50;62.49
57.58;68.51
55.76;66.88
50.04;59.84
49.9;61.06
35;48.24
33.83;46.94
33.2;47.72
31.99;45.39
31.1;44.46
31.99;45.62
31;43.69
32.4;45.81
34.11;47.75
38.8;52.04
39.24;53.29
39.75;53.71
41.38;55.35
39.24;53.5
34.11;47.16
34;46.75
34.7;48.04
38.8;51.52
42.33;56.58
57.56;71.09
67.07;80.35
65.3;78.57
61;71.36
57.01;68.55
50;62.65
45.25;58.53
45.98;57.86
47.39;59.24
50;61.79
56.77;67.21
59.5;68.93
62;72.92
64.71;75.37
63.5;75.03
61.42;75.1
61.42;74.77
60.1;73.67
59.02;71.85
55.2;66.48
54.48;65.28
54.57;65.67
50.31;61.67
51.72;63.21
56.9;68.99
60.5;72.11
55.03;67.54
44.2;55.67
42.9;55.28
41;53.92
38.5;51.3
38.4;50.53
39.3;52.2
41.7;52.5
43.99;54.89
53.19;62.66
57.56;69.37
60.1;70.56
60.1;71.21
58.1;71.03
57.1;69.8
55.08;67.92
50.98;63.57
42.33;53.87
42.17;53.26
43.38;54.75
42.17;54.17
43.3;55.67
52.69;65.08
60;72.02
53.69;66.04
44.28;56.44
41.7;54.49
36.59;49.93
32.25;45.19
32.01;45.34
33.01;46.11
36.49;49.76
44.28;55.5
52.49;62.56
57.01;68.45
58.27;69.17
58.64;70.21
58.02;71.14
57.56;70.69
56.51;70
50.59;64.05
46.98;59.22
44.69;57.37
49.08;61.76
50.48;63.18
51;63.25
57.56;71.03
64.6;78.01
59.85;71.74
58;68.39
59.85;70.17
57.1;67.51
52.25;63.48
55.03;65.51
55;65.3
55;65.02
59.5;68.49
63.1;71.8
65.1;75.98
66.69;77.11
66.89;78.33
65.69;78.52
65.2;78.43
64.19;77.53
62.69;75.74
60;71.68
60;71.38
60.01;71.82
60.95;72.94
63.65;75.62
65.1;79.04
69.49;82.57
65.1;77.04
61.42;72.01
58.75;70.39
57.1;68.87
54.61;67
54.5;66.93
52.2;64.97
54.02;66.4
57.4;68.96
59.96;70.71
60.95;74.2
61.46;74.66
63.1;76.39
61.42;76.17
60.99;76
59.23;74.31
56.77;72.06
53.28;66.96
51.72;65.17
52.4;65.71
50.98;64.97
50.76;65.21
54.01;67.89
60.1;74.05
54.5;67.24
49.08;61.3
56;67.87
44.69;57.79
37.52;51.5
37.52;51.91
33.1;48.7
33.01;48.28
37.52;52.2
37.52;51.98
40;56.74
47.28;62.42
48.96;63.5
49.8;65.48
48.1;63.98
48.96;65.16
47.1;64.2
39.83;56.43
36.94;54.35
37.52;54.86
38.99;57.12
43.99;62
52.1;67.16
60.01;73.17
56.1;69.88
49.8;62.64
37.52;52.84
26.86;45.73
21.59;42.73
25;44.96
21.59;42.09
21.49;42
25;44.48
21.69;41.15
25;46.4
28.56;50.31
37.52;55.36
37.52;55.33
40.95;58.99
46;64.14
37.52;57.98
26.03;46.07
19.95;38
21.57;40.42
23.35;43.36
27.84;47.56
35.1;52.15
56.6;71.6
54.1;67.98
40;52.82
37.52;50.36
31.51;46.34
27.1;41.6
27.1;42.68
27.1;42.73
29.2;44.32
38;49.99
43.94;54.21
48.57;61.16
48.43;61.69
48.28;62.11
48.43;62.84
50.35;64.17
50.1;64.15
45.9;59.91
41.49;54.55
40.41;52.81
43.18;55.92
44.97;57.61
46.88;59.71
50.01;63.03
58.1;71.32
54.85;67.31
51.15;62.29
51.88;61.58
41.38;52.55
39.86;50.68
38.4;50.49
38.4;49.77
39.86;51.59
51.82;61.25
57.2;66.59
59.23;70.95
60.95;73.05
60.49;71.92
60.35;73.69
60.95;73.94
60.99;74.4
60.35;74.21
60.1;74.03
60.12;71.56
60.6;72.52
60.23;74.6
59.69;76.26
60.99;76.91
67.1;82.52
61.42;75.67
60.01;72.89
60.01;70.98
58.1;69.47
56.02;68.04
54.7;65.71
53.02;64.01
55.1;65.64
58.42;69.22
60.95;69.07
62.6;73.94
65.1;76.08
62.85;74.14
62.03;75.03
60.95;74.06
60.6;74.15
57.99;71.52
57.48;69.47
55.62;67.04
57.48;69.08
56.3;68.53
57.6;69.85
60.95;74.56
66.2;79.71
62.42;76.44
60.1;71.49
57.88;67.58
57.58;67.27
55.1;64.88
55.1;64.07
53.52;62.79
54;62.93
57.6;65.95
59.85;67.76
59.97;71.27
59.99;71.36
58.55;70.8
55.35;69.22
55.85;70.21
54.52;68.59
49.71;64.12
45.45;58.51
45.25;57.82
45.35;58.01
45.35;57.86
49.1;62.01
55.1;67.88
59.85;72.9
54.57;67.65
45.8;58.01
56.06;56.22
48.07;49.32
43.93;49.79
45.67;50.5
45.69;46.78
47.49;46.97
57.5;48.52
63;47.39
65.11;48.05
66.96;52.58
67.52;51.6
65.97;52.04
63.68;52.58
62.71;53.91
60.01;49.91
59.8;46.89
59.98;47.11
63.46;48.29
67.52;59.97
69;67.61
67.52;69.78
65.11;75.24
63.07;73.71
59.8;73.01
27.21;63.84
26.28;56.43
17;53.77
20;53.68
17;54.01
25;53.83
30;54.68
43.89;54.28
50.69;58.44
57.25;57.27
58.49;59.09
55.1;59.8
52.6;58.05
47.1;57.73
42.59;53.95
42.55;47.47
43.89;43.2
48.6;44.24
52.6;48.47
61.01;52.68
57.99;59.39
53;66.22
47.5;66.21
46.25;59.85
15.99;49.22
7.88;47.33
5.13;45.7
5;46.45
4.13;46.24
5;46.63
12.22;47.58
20;46.18
27.57;49.46
30;51.41
30.68;55.93
28.7;56.31
28.76;56.19
28.85;56.57
27.56;56.08
27.95;49.9
28.45;48.6
33;55.74
39.59;56.64
47.29;58.26
52.1;68.35
47.09;77.03
42.59;77.9
40.4;72.64
30;65.53
19.51;64.14
14.35;58.47
15.11;56.74
14.35;54.32
14.35;55.37
14.35;62.37
12.2;63.56
14.35;70.71
20.71;72.12
26;71.22
28;69.59
27.64;66.2
24.01;57.36
16.5;54.8
12;52.68
12.2;52.13
18.45;52.67
26.22;52.54
30.57;52.47
39;55.85
50.02;54.12
45;52.73
42;41.79
24;36.46
21.22;33.96
17.08;29.98
14.95;27.91
21;33.08
27.13;40.94
37.7;49.37
47.02;56.08
54.6;66.95
54.74;66.37
55.08;67.04
54.74;67.83
54.6;67.83
54.23;68.26
50.67;64.57
46.89;59.98
45.25;58.09
50.5;63.49
50.5;62.32
50.5;64.07
54.74;70.14
62;76.73
60.01;72.16
54.74;66.08
54.07;67.56
47.5;66.25
45;60.82
44.89;58.13
44.99;58.25
45.11;62.59
51.6;68.18
57.5;70.05
60.22;78.46
61;77.22
61.22;74.12
61.51;75.29
61.59;76.19
61.49;75.72
60.1;75.46
59.14;72.5
59.09;71.98
59.4;72.5
58.48;73.12
57.5;77.21
58.48;78.79
58.48;81.74
57.07;75.81
53;71.71
61.11;66.04
50.84;63.43
46.85;59.9
45.64;57.56
45.61;54.8
45.45;54.64
45.64;58.46
44.32;60.56
45.64;69.36
47.35;70.21
50.84;67.3
55.1;66.89
51.28;67.47
52.5;63.14
49.99;56.37
46.71;55.04
45.45;54.01
44.59;53.95
45.12;54.65
46.02;57.69
50.84;63.78
64.13;71.13
65.57;69.57
60.53;55.27
63.48;45.02
58.21;39.35
51;37.22
50.13;37.14
50;36.38
50;36.55
55.98;42.31
62.47;49.47
64.99;52.01
67.44;53.79
67.57;52.26
68.56;52.35
68.46;51.83
67;52.13
63.48;50.57
59.7;46.11
58.26;49.76
60.5;51.26
61.39;53.96
62.47;55.02
63.98;64.26
68.56;75.78
67.94;77.03
62.93;69.08
51.05;66.35
48.26;62.83
44.8;61.93
42.75;61.79
41.98;61.51
41.02;62.41
41.98;62.81
42.75;63.97
44.43;68.67
50.02;67.37
53.13;66.56
58.52;68.08
58.81;67.06
59.31;65.99
59.31;65.41
58.1;60.87
56.28;59.22
56.28;58.9
58.1;59.84
54.46;57.63
59.31;60.87
61.55;65.95
53.17;63.93
50.02;58.94
34.77;60.15
31.19;60.23
26.65;57.27
26.43;57.13
26;54.24
26.35;54.2
36.5;54.14
44;50.34
46.69;52.44
53.01;52.57
51.56;52.99
49.16;56.22
46.6;55.16
45.97;55.1
43.42;51.47
40.97;48.78
41.38;47.77
44;48.27
44.47;50.24
48.01;52
55.93;52.63
52;65.53
40;66.56
36.2;59.38
46.95;65.34
39.53;60.19
37.69;56.82
33.5;56.34
31.91;54.86
33.6;58.44
42;61.89
52.55;64.91
54.69;69.59
54.6;69.9
54.85;69.12
53.31;70.04
53.3;69.53
51.6;68.96
51.07;66.4
54.6;61.3
53.74;59.19
56.19;60.08
62.01;60.08
58.05;58.99
56.7;66.32
55.76;71.98
49.07;70.95
48.81;61.67
65.7;61.33
60.47;58.69
56.7;56.3
52.85;55.16
49.7;57.11
49.6;59.17
49.7;62.79
54.5;66.14
56.7;71.25
61.1;70.17
61.87;69.47
61.01;69.69
60.47;69.32
60.24;68.35
58.35;66.92
56.7;62.39
58.23;59.25
61.33;60.06
66.98;60.36
69.69;60.13
70.02;65.83
67.83;70.78
63.44;68.12
61.31;59.96
49.06;58.53
45.13;55.27
43.98;54.06
42.81;53.6
43.98;54.49
44.25;54.37
49.82;59.18
50.7;59.47
55.1;65.58
56.1;65.41
56.2;66.75
55.1;67.46
52.6;65.46
51.36;64.2
48.2;61.37
43.98;55.77
42.02;53.25
43.98;55.33
43.98;56.42
47.6;59.38
51.36;64.28
55.9;69.08
52;64.85
50.32;60.8
55.19;62.5
50;57.74
45.1;53.43
43.5;51.37
41;49.08
44;51.57
47.6;56
51.61;59.36
55.48;66.05
56.63;67.24
56.1;68.69
55.19;69.77
52.2;66.34
50.56;63.69
42.1;56.67
37.25;50.78
36.66;49.24
36.26;48.66
34.2;47.81
34.2;47.24
36.66;49.4
42.1;54.26
36.86;49.9
31.86;43.89
31.4;41.23
30;40.48
29.3;39.2
29.4;39.17
29.4;39.05
31;40.58
33.74;43.47
39.5;48.52
49.1;60.04
50.1;61.36
50;61.46
50.6;63.64
52;64.64
50.1;63.25
48.27;61.59
45.13;57.11
45.1;56.1
45.13;56.34
42.81;54.89
46;57.94
48.96;60.47
56.77;69.62
56.02;67.85
48.96;60.02
43;52.24
39.5;49.6
33;43.88
32.6;43.75
31.4;42.54
30.6;41.4
30.6;41.52
29.9;41.38
32.4;44.57
37.6;48.28
33;45.14
33.85;45.69
33.35;45.94
39.3;52.13
36.22;49.11
32.4;44.48
30.6;42.92
30.4;42.65
30.75;44.29
33.85;48.48
31.6;44.76
39.5;51.76
38.5;50.27
32.4;43.84
29.6;42.56
23.2;37.06
18.2;33.38
16.2;32.5
15.3;30.42
18.2;32.92
19.9;34.77
18.2;33.4
23.2;39.8
26.85;42.06
28.74;43.03
31.1;46.01
33.1;47.8
39.5;54.04
36.92;51.75
29.6;44.77
29.1;43.17
28.62;42.51
28.79;43.42
31.1;45.36
39.5;52.77
48.61;60.68
49.1;59.82
42.1;52.91
51;62.18
47.9;59.6
45.1;56.81
43.1;54.09
41.97;53.6
47.1;59.21
51;62.39
51;60.31
55.48;66.24
56.5;69.42
56.02;68.46
55.48;69.09
55.48;69.06
55.1;68.24
54.37;67.26
53.31;65.02
55.48;66.35
55.48;66.14
53.83;64.98
52.7;63.71
53.07;64.04
55.48;67.27
50.6;63.01
47.2;59.01
41.97;51.97
38.4;48.74
34.6;45.91
34.6;44.57
34.4;44.87
34.6;44.48
39;49.1
42.71;51.75
39.21;51.1
45.1;56.88
47.4;59.22
48;60.61
50.2;63.26
50.6;63.5
47.7;60.93
47.15;58.74
46.9;57.91
45.85;57.72
41.97;53.77
38.5;51.12
38.2;50.91
45.6;58.32
40.9;54.14
39;51.17
41.98;51.82
39;48.73
38.5;48.13
38.5;47.3
38.5;47.03
41.98;50.53
46.5;55.21
52;59.72
56.11;68.82
55.19;67.94
49.1;61.43
47;61.57
46.2;60.92
46;60.93
45;60.08
45.28;58.84
45.6;57.13
46;57.43
46;57.83
46.1;57.69
48.1;60.2
50.2;62.12
47.75;59.88
45.75;57.21
43.25;52.97
36.58;47.03
34.5;44.23
34.25;44.59
34.25;43.81
35.13;44.5
43.9;53.06
43;51.57
46.1;57.55
45.5;57.49
45.16;56.56
49.1;61.97
53.02;65.92
52.1;65.33
48.6;61.52
47.6;59.09
47.6;59.03
46.12;57.51
45.75;57.9
41.98;54.22
41.98;54.36
46.1;58.29
42.75;54.91
43.9;55.18
45.1;54.18
38.5;48.73
38;48.45
35.7;46.17
35.7;45.99
38.5;48.19
45;54.08
47.15;56.03
45.35;57.52
45.55;57.97
45;57.24
45;59.06
45.6;59.48
46.1;60.36
45.75;59.69
45;57.73
45.55;57.7
45.75;57.44
46.06;58.74
45.87;58.47
47.1;59.74
50.2;62.49
48;60.65
45.46;56.46
38.4;49.16
32;43.15
30.1;42.76
28.3;41.83
28.07;42.23
28.3;42.72
30.1;43.53
27.9;42.55
35;49.37
39.25;50.9
42.1;53.43
42.6;54.87
43.1;55.54
43.6;56.21
39.25;52.62
35;48.13
31;44.49
29;41.94
29;42.71
29.57;42.85
32.6;46.29
39.25;52.23
39.25;51.16
32.4;45.6
30.6;42.18
26.2;39.79
25;38.31
25.2;40.03
26.1;40.61
26.75;41.6
26.2;41.02
24.8;40.05
25;41.64
26.1;43.63
28.29;43.5
35.1;49.43
39;52.04
40.1;53.23
39;52.59
30.01;44.4
28.42;42.5
28;42.33
28.33;43.09
28.29;43.2
37;49.17
45.1;55.68
47.85;58.12
42.95;52.9
42.1;53.72
38.5;51.52
38;50.97
36.58;49.57
36.58;49.26
38.5;50.65
43.54;54.26
46.17;56.12
48.1;60.33
50.03;60.84
52;63.17
52.79;65.34
55;67.44
54.49;67.12
54.1;66.49
53.05;64.48
52.1;62.56
53.05;63.72
51.77;63.45
50.04;61.68
51.3;63.11
56;67.26
53.85;65.94
49.98;60.75
49.98;59.16
44.88;54.14
40.5;50.52
39.74;49.64
39.74;49.84
42.1;51.86
44.1;53.81
47.97;56.66
50.6;61.89
51.69;63.55
51.69;63.11
51.25;64.1
51.25;64.1
50.1;63.05
48.35;61.47
48.35;60.22
49.05;60.18
49.69;60.64
48.18;60.14
47.02;59.05
48.35;60.33
52.42;64.36
49.98;62.54
45.01;56.3
47.08;56.08
39.5;49.81
36.19;47.48
35;46.72
35;45.83
35.65;47.01
39.74;49.57
49.98;58.37
52.25;62.88
52.1;63.24
51.25;62.33
52.25;64.92
53.25;66.03
54.1;66.85
52.5;65.46
53;64.07
53.69;64.12
53.7;64.13
53.25;64.51
52.93;64.25
53.07;64.19
55.51;67.12
53.25;65.37
51;61.36
50.8;60.22
48.1;57.82
45.93;55.66
44.72;54.54
44.72;54.32
46.39;56.1
52;60.86
54.05;62.36
55;65.46
55.97;66.21
56.15;66.91
56.15;68.48
56.5;68.79
56.15;68.55
54.3;66.79
54.05;65.06
54.05;64.54
54.1;64.62
54.05;65.42
53.51;64.85
53.46;64.87
57;68.64
54.98;67.22
52;63.27
51;59.88
46.5;55.79
45.08;54.3
45.93;55.07
47.08;55.74
51.49;59.84
52.42;61.38
55.97;63.72
58;67.95
59.95;70.47
60.69;71.23
60.69;73.74
61.19;73.94
60.1;72.79
57.84;70.12
56.57;67.16
56.23;66.84
55.97;66.99
54.05;66.16
54.01;65.7
54.05;65.15
56.9;68.7
56;68.32
53.12;63.49
54.05;62.37
52.25;61.34
51.25;60.36
50;59.36
50;58.89
50.1;59.04
50.35;59.14
49.98;59.37
51.49;61.67
52.6;61.4
54.23;63.19
55.95;66.44
54.05;64.08
52.53;63.16
51.49;62.1
50.39;60.13
45.28;54.54
44.55;53.72
44.12;54.25
48.18;58.31
50.07;60.3
53;63.88
53;63.88
51.25;61.1
52.42;63.02
50.1;61.06
47;57.64
45.05;56.61
44.63;55.78
44.9;56.19
45;56.05
43.57;55.83
45.05;56.95
45.13;57.13
49.95;60.36
51.25;62.69
50.1;61.45
51;62.37
49.98;61.5
44.55;55.62
43.55;54.7
42.5;53.25
